center_id,meal_id,alpha
17,1216,0.04109498136661097
17,1230,0.6150624473031321
17,1247,0.028740084646013072
17,1248,0.38372117042246906
17,1311,0.4218167476570086
17,1438,0.2699910442928912
17,1445,0.06623794679875669
17,1525,0.13130408453655007
17,1543,0.09210912655302675
17,1558,0.004861822065669792
17,1571,0.12647580793736155
17,1727,0.16982477939523674
17,1754,0.08168614649431179
17,1770,0.07241947376169681
17,1778,0.4511291771071237
17,1803,0.2910849534527318
17,1847,0.20733517493955297
17,1878,0.4157482570745382
17,1885,0.2705595421217716
17,1902,0.1210052424723071
17,1962,0.4756802234427062
17,1971,0.06524332742950241
17,1993,0.5279507709644067
17,2126,0.10147143531218912
17,2139,0.09904753087263587
17,2290,0.08313564968561844
17,2304,0.20538918800168832
17,2306,0.1599719554619615
17,2322,0.794438074300793
17,2444,0.1067313631969804
17,2490,0.44397985297127585
17,2492,0.1732396804348713
17,2494,0.2251032849087349
17,2539,0.2865163986947025
17,2569,0.15074372968359206
17,2577,0.00010596026490045049
17,2581,0.0924249451518655
17,2631,0.6165729833019422
17,2640,0.6446768783992164
17,2664,0.20428536425518518
17,2704,0.12804992387601444
17,2707,0.09586496686777056
17,2760,0.9504566382974862
17,2826,0.09701896584995949
17,2867,0.13040455850265995
20,1062,0.15631093645096186
20,1109,0.061461268184031
20,1198,0.15973665308153454
20,1207,0.4790589919055255
20,1216,0.12697843145018695
20,1230,0.5959228213364628
20,1247,0.2647003487182743
20,1248,0.20232781037799902
20,1311,0.30527588513662707
20,1438,0.169845921886309
20,1445,0.04166111202792782
20,1525,0.1824679251709218
20,1543,0.12746324835604136
20,1558,0.46081611315971366
20,1571,0.00010471607791603843
20,1727,0.08171942118143273
20,1754,0.07759713162424266
20,1770,0.04081645842776644
20,1778,0.11004264342375508
20,1803,0.15460995595425636
20,1847,0.007763789209998052
20,1878,0.5463505335777153
20,1885,0.35964871558121214
20,1902,0.2105366901572282
20,1962,0.07352174438160534
20,1971,0.06698247676420836
20,1993,0.3374491479041611
20,2126,0.13794727170019808
20,2139,0.1475320403575399
20,2290,0.15944200774719625
20,2304,0.1620502944465705
20,2306,0.0004330179933761898
20,2322,0.8541394276762959
20,2444,0.0861533642677861
20,2490,0.5475582261047854
20,2492,0.00010359398273459017
20,2494,0.15799093167276784
20,2539,0.3352064078572219
20,2569,0.5809831429426904
20,2577,0.2696155119372219
20,2581,0.041405963113125076
20,2631,0.1067388241790263
20,2640,0.40417588474865357
20,2664,0.0017894732259598003
20,2704,0.1602826031662979
20,2707,0.08845142910117174
20,2760,0.9999961287005549
20,2826,0.10395083250704186
20,2867,0.10350675389771333
20,2956,0.11315433288714138
23,1062,0.2599506070824183
23,1109,0.0035681328886533223
23,1198,0.123823536187395
23,1207,0.7000730827263285
23,1216,0.16833003739414185
23,1230,0.681038275995626
23,1247,0.06543032209333109
23,1248,0.03122986209791972
23,1311,0.19408747310761756
23,1438,0.4285805964017393
23,1445,0.001995343927122659
23,1525,0.10352602800327523
23,1543,0.19675801695382358
23,1558,0.055444451913512764
23,1571,0.6896060696606684
23,1727,0.006702140691127764
23,1754,0.1205757228194082
23,1770,0.1894570281575739
23,1778,0.03945946146978796
23,1803,0.23976528533884137
23,1847,0.3985113913196547
23,1878,0.623613088874527
23,1885,0.44117097812707395
23,1902,0.07968626867284385
23,1962,0.07887383278091958
23,1971,0.11430232781015925
23,1993,0.501814995513694
23,2126,0.13902879141104088
23,2139,0.1455955227422143
23,2290,0.14926930078113082
23,2304,0.34020369876089107
23,2306,0.06793454366807343
23,2322,0.8618859319643699
23,2444,0.11633641492999505
23,2490,0.43405939676979416
23,2492,0.06235054473867923
23,2494,0.20380203156342422
23,2539,0.19554606788265058
23,2569,0.09066091327600895
23,2577,0.9851813490318838
23,2581,0.058312553136221905
23,2631,0.1266876146393861
23,2640,0.6056999233915171
23,2664,0.07421810472075568
23,2704,0.15700020503618786
23,2707,0.16762298908036846
23,2760,0.9999962370756744
23,2826,0.010124249045653707
23,2867,0.07597411958393936
23,2956,0.23640004989937513
24,1062,0.031400118190915885
24,1109,0.05651570032149399
24,1207,0.7757466216687697
24,1216,0.00010596026490045049
24,1230,0.7904284110785149
24,1247,0.08416085793395019
24,1311,0.5207770672038579
24,1438,0.24775378509537474
24,1445,0.08824072872069177
24,1525,0.21538949052015133
24,1543,0.061372328321288715
24,1558,0.29221374578033354
24,1571,0.15462508089203947
24,1727,0.06113019962784112
24,1754,0.11540176198507503
24,1770,0.10865456324639251
24,1778,0.24549896543850425
24,1803,0.19101808221328875
24,1847,0.31166092415959085
24,1878,0.5565139249925742
24,1885,0.6407283344169173
24,1902,0.047517803238828316
24,1962,0.24642521361130548
24,1971,0.5959968533564931
24,1993,0.7087169357868393
24,2126,0.3818682462396801
24,2139,0.3593790639699498
24,2290,0.2290058449062331
24,2304,0.2202812819512392
24,2306,0.9334371359389185
24,2322,0.9329520733965162
24,2444,0.023188386780112088
24,2490,0.4213724754125452
24,2494,0.3012796058761078
24,2539,0.4484840082370439
24,2569,0.00010596026490045049
24,2577,0.28920558644377425
24,2581,0.265408701241965
24,2631,0.21868311405483026
24,2640,0.5954728129821202
24,2664,0.00010596026490045049
24,2704,0.00010596026490045049
24,2707,0.352008189400152
24,2760,0.9764853536961478
24,2826,0.2684135129941594
24,2867,0.10800926046060667
24,2956,0.1468841531494407
26,1062,0.18404339968379277
26,1109,0.020017848386177605
26,1207,0.33662869153741803
26,1216,0.7976370480645824
26,1230,0.3996546019924229
26,1247,0.3414727100440995
26,1248,0.6396478677308445
26,1445,0.12842807104690204
26,1525,0.09206727408778506
26,1543,0.12174157683657923
26,1558,0.3761154597522024
26,1727,0.05795957880484673
26,1754,0.06976147006832252
26,1770,0.9872647622628581
26,1778,0.34666731024896424
26,1878,0.09503307196122854
26,1885,0.4540898422875273
26,1902,0.24970100206986573
26,1962,0.00010596026490045049
26,1971,0.06561947793471509
26,1993,0.3551212216457806
26,2126,0.031700237786900426
26,2139,0.08178681878754668
26,2290,0.07457421843548874
26,2304,0.029102502062648184
26,2306,0.0737314499522692
26,2322,0.5029696677507173
26,2444,0.32918045503073096
26,2490,0.39026664222369783
26,2492,0.05650967116692002
26,2539,0.4370588666340611
26,2569,0.09960732553362744
26,2577,0.08593389625169058
26,2581,0.03930378914042687
26,2631,0.21249504278755046
26,2640,0.36841139857356187
26,2664,0.07755164675959468
26,2704,0.07430265970439233
26,2707,0.2062933268166646
26,2760,0.036889459111202345
26,2826,0.053875828506297366
26,2867,0.12057029351511468
27,1062,0.40047126787708437
27,1109,0.009404775932041004
27,1198,0.23039219092116126
27,1207,0.7329256547787734
27,1216,0.02773713115659772
27,1230,0.6831468466766962
27,1247,0.26384125724762386
27,1248,0.38349476388660636
27,1311,0.33267813173292443
27,1438,0.4741564982053219
27,1445,0.021259997085499263
27,1525,0.0971018227746649
27,1543,0.09452645010319284
27,1558,0.4044238083460772
27,1571,0.00010596026490045049
27,1727,0.011980603554919405
27,1754,0.12009322068201403
27,1770,0.00010596026490045049
27,1778,0.4577825295046808
27,1803,0.16268131615515216
27,1847,0.36904765923446525
27,1878,0.886047360509682
27,1885,0.4746791650746603
27,1902,0.11547115149609086
27,1962,0.03757893476869879
27,1971,0.1028279342740437
27,1993,0.5501511702804598
27,2126,0.2182341574143093
27,2139,0.0821706323117174
27,2290,0.22970187674897963
27,2304,0.20082032302222724
27,2306,0.7781921178389554
27,2322,0.7116426164989749
27,2444,0.00010434238928626003
27,2490,0.6018637757603331
27,2492,0.18390270743296813
27,2494,0.19203745821997195
27,2539,0.1895660877288543
27,2569,0.14046262846057153
27,2577,0.25522642708775506
27,2581,0.00010596026490045049
27,2631,0.49936390702338473
27,2640,0.5926104849750233
27,2664,0.07059351198991873
27,2704,0.3185961418064759
27,2707,0.2520950112468257
27,2760,0.7987963568420617
27,2826,0.20386808856911623
27,2867,0.12588236006888687
27,2956,0.5465847569990916
29,1062,0.4331413595098518
29,1109,0.0814091731238512
29,1207,0.28367362234589355
29,1216,0.7912275960997536
29,1230,0.4158522400617199
29,1247,0.10694501347421187
29,1248,0.8715536940964204
29,1445,0.08925723895540537
29,1525,0.08538407263559215
29,1543,0.0001039524427648054
29,1558,0.3630474048651132
29,1571,0.3228920946600295
29,1727,0.012795430226008528
29,1754,0.12590000922587866
29,1770,0.15124941908920497
29,1778,0.33852048680159186
29,1878,0.051157504885141945
29,1885,0.21946229668827594
29,1902,0.09754805543170869
29,1962,0.17064729035372042
29,1971,0.12481923563545018
29,1993,0.38346011548956643
29,2104,0.16739208851120707
29,2126,0.06673172577930254
29,2139,0.15483439966913384
29,2290,0.012745331526680637
29,2304,0.00010596026490045049
29,2306,0.041273259429700074
29,2322,0.5438783433077945
29,2444,0.10878115795346469
29,2490,0.7044751428925394
29,2492,0.494028352703428
29,2539,0.9393542714280536
29,2569,0.1141848536933319
29,2577,0.029806088547446964
29,2581,0.6445913607515203
29,2631,0.24718514365596952
29,2640,0.4698565001098935
29,2664,0.1242138556090637
29,2704,0.12404252001091326
29,2707,0.013032058813058101
29,2760,0.16649801001923553
29,2826,0.18101056178013245
29,2867,0.08471101919133618
30,1062,0.2044478851013477
30,1109,0.012360669337790025
30,1198,0.12010898167588188
30,1207,0.7019508139037122
30,1216,0.10094752821348071
30,1230,0.7266818141307871
30,1247,0.24199385816623023
30,1248,0.00010596026490045049
30,1311,0.18641922860235494
30,1438,0.16701610309174814
30,1445,0.0643366821036326
30,1525,0.9531681674837484
30,1543,0.08260960236164319
30,1558,0.09287526667944619
30,1571,0.00010596026490045049
30,1727,0.0006269584900118438
30,1754,0.20306813215118535
30,1770,0.02557871791438685
30,1778,0.38473398005637344
30,1803,0.20018385909196754
30,1847,0.10808516870726567
30,1878,0.3730074437021584
30,1885,0.5036738495041513
30,1902,0.09072321689233735
30,1962,0.057467072670125
30,1971,0.10033871058156048
30,1993,0.3800800626412426
30,2126,0.06853869119987242
30,2139,0.2364124153658626
30,2290,0.6312135826642018
30,2304,0.1329445130706409
30,2306,0.6887982888054741
30,2322,0.8552882202931494
30,2444,0.057425399128893606
30,2490,0.9934871711202655
30,2492,0.039247866133932684
30,2494,0.08518793655638358
30,2539,0.5374014772523797
30,2569,0.27581012865289395
30,2577,0.0759494837250316
30,2581,0.38692557090138496
30,2631,0.2986206491322997
30,2640,0.44463188092495987
30,2664,0.007409186278911662
30,2704,0.8931878714905069
30,2707,0.00010596026490045049
30,2760,0.9999962282383451
30,2826,0.0006132767369877132
30,2867,0.08170584949584246
30,2956,0.00010596026490045049
32,1062,0.00010596026490045049
32,1109,0.12108346228450041
32,1207,0.23616073949928265
32,1216,0.0472032078472653
32,1230,0.10980678178663189
32,1247,0.00010596026490045049
32,1248,0.7785348801800274
32,1445,0.06410582053029361
32,1525,0.07832785927314898
32,1543,0.47347947707243604
32,1558,0.05275762907951564
32,1571,0.15520218894058377
32,1727,0.022428661890228553
32,1754,0.06682655610096147
32,1770,0.08006077145568588
32,1778,0.4108883707694117
32,1878,0.08288839891848129
32,1885,0.4284387640985732
32,1902,0.12268017328737288
32,1962,0.4287667786217944
32,1971,0.14307811688220645
32,1993,0.0699640215690025
32,2104,0.15738979088051136
32,2126,0.04494084706668413
32,2139,0.2538365443065968
32,2290,0.11321569546952436
32,2304,0.13541566388510903
32,2306,0.5781756475697225
32,2322,0.3432159383174574
32,2444,0.015821993753515246
32,2490,0.7192998474423611
32,2492,0.061845968307888605
32,2539,0.4562546611826438
32,2569,0.1284624455831525
32,2577,0.08355085165022179
32,2581,0.00010596026490045049
32,2631,0.8844687241307643
32,2640,0.6298683365664761
32,2664,0.1785630072835661
32,2704,0.13061189206565296
32,2707,0.3080371915419764
32,2760,0.2372882278453813
32,2826,0.12734385637891021
32,2867,0.06666590253038128
32,2956,0.10145458726836346
34,1062,0.3284993937556622
34,1109,0.05072728321679361
34,1207,0.01940233924724916
34,1216,0.08014844622359867
34,1230,0.34198940707700065
34,1247,0.1236954494560643
34,1248,0.01794694825908334
34,1445,0.1275009489602087
34,1525,0.11780499162535792
34,1543,0.18336461356071573
34,1558,0.0474465766210694
34,1571,0.22180222854156273
34,1727,0.05241215036822248
34,1754,0.052922620797582254
34,1770,0.09226446981157388
34,1778,0.07886765817027451
34,1878,0.10754316436763879
34,1885,0.2772301835756394
34,1902,0.08130664071102248
34,1962,0.005354306417069212
34,1971,0.15845691156724998
34,1993,0.2956718538775414
34,2104,0.2880060536191553
34,2126,0.035710035686020214
34,2139,0.2362777469147903
34,2290,0.056519582564246655
34,2304,0.7056687252686903
34,2306,0.015014814601642315
34,2322,0.04873744648994787
34,2444,0.18767888445112427
34,2490,0.38653317056199726
34,2492,0.00010596026490045049
34,2539,0.622532628975683
34,2569,0.0005053683045422379
34,2577,0.04303603701446311
34,2581,0.1260868785732488
34,2631,0.2934376162904806
34,2640,0.28183024987553773
34,2664,0.09581104683442514
34,2704,0.11703654489342762
34,2707,0.11611792816047532
34,2760,0.39735155824743856
34,2826,0.12024286093287584
34,2867,0.07861857726892219
34,2956,0.1967730474990738
36,1062,0.2925779267160358
36,1109,0.00010596026490045049
36,1198,0.20236506767629783
36,1207,0.6326402429366815
36,1216,0.009468609812856823
36,1230,0.622913822191114
36,1247,0.06501149709980715
36,1248,0.00010596026490045049
36,1311,0.20893015349172872
36,1438,0.29491775785066127
36,1445,0.0872438011169382
36,1525,0.0005070217899575789
36,1543,0.5206499211318917
36,1558,0.14774883455246463
36,1571,0.15415900865987603
36,1727,0.03264842860410373
36,1754,0.388793964465132
36,1770,0.05571501076702387
36,1778,0.23495244623068326
36,1803,0.1620131580769231
36,1847,0.15486036873840606
36,1878,0.5748258742301245
36,1885,0.533868212156728
36,1902,0.29775088933477234
36,1962,0.04344290370797157
36,1971,0.12546345152567906
36,1993,0.4510000090592569
36,2126,0.13285958741889486
36,2139,0.06864418082287192
36,2290,0.18444532838431782
36,2304,0.15520957284766118
36,2306,0.0586405068885495
36,2322,0.7264778067501885
36,2444,0.057012930836692254
36,2490,0.608200873404197
36,2492,0.045254450060413724
36,2494,0.27020187053805483
36,2539,0.3511267610119373
36,2569,0.1984578878637106
36,2577,0.3725711389502685
36,2581,0.7920129900683968
36,2631,0.24052972795934857
36,2640,0.3920765949660779
36,2664,0.07974114906809066
36,2704,0.12632590322791704
36,2707,0.0305837218450035
36,2760,0.6299665726045921
36,2826,0.09510603764892968
36,2867,0.02675222203374623
36,2956,0.2839152757121929
39,1062,0.16040714577779286
39,1109,0.03286992007460379
39,1207,0.635273384990161
39,1216,0.18380783687086003
39,1230,0.670082181723888
39,1247,0.13839853180140813
39,1248,0.42600389910477643
39,1445,0.021636679058534558
39,1525,0.3065119157560223
39,1543,0.44925677751398346
39,1558,0.056619739782386456
39,1571,0.9999940397350996
39,1727,0.00010596026490045049
39,1754,0.04851350886983537
39,1770,0.06904505800854081
39,1778,0.2723397414651156
39,1878,0.17785795577385508
39,1885,0.6696256883325067
39,1902,0.47987228946681354
39,1962,0.10454491633350027
39,1971,0.3106486973991455
39,1993,0.7308924745726438
39,2104,0.0008832146077865462
39,2126,0.07900924990569469
39,2139,0.08667153016545331
39,2290,0.09929676653997184
39,2304,0.5448862299121344
39,2306,0.46546439351040764
39,2322,0.740584647081163
39,2444,0.11517002325431154
39,2490,0.8266653433209451
39,2492,0.0643639234547699
39,2539,0.40438113551702726
39,2569,0.18805988597635445
39,2577,0.12604565995682632
39,2581,0.3121138326884632
39,2631,0.5767699643708851
39,2640,0.00010596026490045049
39,2664,0.1449886234156846
39,2704,0.6342566002586121
39,2707,0.14874487941820544
39,2760,0.00010596026490045049
39,2826,0.12966634823397027
39,2867,0.530759112840871
41,1062,0.052565703530970204
41,1109,0.15493681554564584
41,1198,0.38818050672155124
41,1207,0.2737640318373344
41,1216,0.3662152732159789
41,1230,0.18267365479841557
41,1311,0.17094611617060634
41,1445,0.00010596026490045049
41,1525,0.872967156912345
41,1543,0.022007560095707215
41,1558,0.017629143123474744
41,1727,0.04816187427691233
41,1754,0.6690681007505134
41,1778,0.08781744955183907
41,1803,0.12825836945568675
41,1878,0.31810657975347106
41,1885,0.2391485367496885
41,1902,0.08380736518461449
41,1962,0.016237274546829897
41,1971,0.12439756450917294
41,1993,0.22494649113449752
41,2126,0.11689865304907046
41,2290,0.2430392535134073
41,2306,0.00010596026490045049
41,2322,0.2254644726032638
41,2490,0.2707593839065179
41,2492,0.0001060373138663492
41,2539,0.5236516630201226
41,2569,0.1722536974329557
41,2577,0.1721959856409346
41,2581,0.012650187383787457
41,2640,0.03691847259804663
41,2664,0.12390769301936409
41,2704,0.31340102899674954
41,2707,0.04912092570492393
41,2760,0.12800700069249385
41,2826,0.16776942544884493
42,1062,0.3241550778297317
42,1109,0.08992579232563827
42,1207,0.45621599108276234
42,1216,0.15667973534464047
42,1230,0.6608238347714026
42,1247,0.12667836531142032
42,1248,0.11568314845262308
42,1445,0.10235040765118238
42,1525,0.1787931154354824
42,1543,0.09627369411731525
42,1558,0.4132627411603524
42,1571,0.06030094976877567
42,1727,0.2409938267642253
42,1754,0.03876055171907487
42,1770,0.1565469806409753
42,1778,0.08345474181130806
42,1878,0.3082396278878687
42,1885,0.3052605060734729
42,1902,0.08808855794054024
42,1962,0.25295433869423345
42,1971,0.0841003161878169
42,1993,0.36388118822963467
42,2104,0.02150392028701975
42,2126,0.00010596026490045049
42,2139,0.032467505338121413
42,2290,0.17840366536695082
42,2304,0.44094204649990215
42,2306,0.039382092310080795
42,2322,0.5143734105448653
42,2444,0.05499875513751283
42,2490,0.3430034619101036
42,2492,0.06527843017347762
42,2539,0.18686099041234763
42,2569,0.00010596026490045049
42,2577,0.2968497888992334
42,2581,0.44296065740057217
42,2631,0.04705970009942968
42,2640,0.29595723010299047
42,2664,0.07397136359798036
42,2704,0.07882108471071261
42,2707,0.10479622838002069
42,2760,0.3593737259344905
42,2826,0.07079054948422372
42,2867,0.12901235681275325
42,2956,0.41702230156090075
43,1062,0.43335815582948894
43,1109,0.003493783471094698
43,1198,0.4578154963833098
43,1207,0.8402958747370012
43,1216,0.1175677051214588
43,1230,0.5739545331672128
43,1247,0.11241140179029807
43,1248,0.6756850969029955
43,1311,0.29436311620092026
43,1438,0.5586272358372378
43,1445,0.07226765392583209
43,1525,0.03396874663192928
43,1543,0.753851467690822
43,1558,0.289645822863736
43,1571,0.15749804988768976
43,1727,0.027028713750836115
43,1754,0.5231880320210299
43,1770,0.04133590215373758
43,1778,0.3863949654546362
43,1803,0.49021157725926584
43,1847,0.540577831946573
43,1878,0.9999940397350996
43,1885,0.38741353803332873
43,1902,0.2478514539399773
43,1962,0.04649922430325009
43,1971,0.5321129907992846
43,1993,0.4598289101048264
43,2126,0.2087207291939996
43,2139,0.18589453109668116
43,2290,0.2088715132759093
43,2304,0.15227311907753982
43,2306,0.0740827033376071
43,2322,0.7450370372222506
43,2444,0.0547014792073619
43,2490,0.7693241984182836
43,2492,0.07477738171578564
43,2494,0.18346553965253587
43,2539,0.3793036731142927
43,2569,0.01921701541413346
43,2577,0.25565690643995487
43,2581,0.037970066109790174
43,2631,0.6090254958453546
43,2640,0.7284215759020283
43,2664,0.007760686274259512
43,2704,0.14716760014837818
43,2707,0.1474912607636045
43,2760,0.9999934307159337
43,2826,0.13980606242134974
43,2867,0.08298827671674049
43,2956,0.725242995247804
50,1062,0.19158781914190637
50,1109,0.004581321943160102
50,1207,0.48648035903416575
50,1216,0.11851624965173783
50,1230,0.18786576466300603
50,1247,0.00010596026490045049
50,1248,0.10527879107276875
50,1445,0.10617129798165159
50,1525,0.2630179240403843
50,1543,0.3998197748358565
50,1558,0.03095107007382281
50,1571,0.00010596026490045049
50,1727,0.1401368167858719
50,1754,0.06454014044396421
50,1770,0.1772977653848118
50,1778,0.36929473777052974
50,1878,0.11419623150673565
50,1885,0.6551228495243333
50,1902,0.00010596026490045049
50,1962,0.022611829288655832
50,1971,0.06389694095199792
50,1993,0.06773842543604063
50,2104,0.00010596026490045049
50,2126,0.06473317509658828
50,2139,0.12408687452944328
50,2290,0.00010596026490045049
50,2304,0.22661056378329883
50,2306,0.15665344355834218
50,2322,0.48377272861899023
50,2444,0.013532680055764626
50,2490,0.44322579922099625
50,2492,0.3187188054055347
50,2539,0.1219670673931544
50,2569,0.06881081990019795
50,2577,0.11722569644405363
50,2581,0.25101789641275585
50,2631,0.10400447636188474
50,2640,0.05466217133348361
50,2664,0.06709487015915878
50,2704,0.1714991859497962
50,2707,0.2848668700844513
50,2760,0.29186952496680585
50,2826,0.11537172435815779
50,2867,0.04764037973726926
51,1062,0.3588319697534756
51,1109,0.00010596026490045049
51,1198,0.09101034937620174
51,1207,0.873679179982827
51,1216,0.00010596026490045049
51,1230,0.648779267351478
51,1247,0.0917972866003027
51,1248,0.46797209349186814
51,1311,0.19458749835073866
51,1438,0.5413876754116338
51,1445,0.03711261938234704
51,1525,0.25255330357265265
51,1543,0.04964226282662708
51,1558,0.05903927059907388
51,1571,0.32865624810482263
51,1727,0.022191876392111252
51,1754,0.19323390350181563
51,1770,0.05946100398807334
51,1778,0.46518301584832783
51,1803,0.16825026681477032
51,1847,0.3077146702914248
51,1878,0.7128071317941436
51,1885,0.47110948133334524
51,1902,0.06038128878473956
51,1962,0.08904201506820626
51,1971,0.14935354938822087
51,1993,0.453113753796899
51,2126,0.09589879494355083
51,2139,0.15623979478700184
51,2290,0.23145773796813993
51,2304,0.16323599230680885
51,2306,0.0001046511219882864
51,2322,0.6075914605163242
51,2444,0.00010477564888961293
51,2490,0.5770687482740345
51,2492,0.09376757154184995
51,2494,0.13632007732864157
51,2539,0.4506574669635965
51,2569,0.3569978287951418
51,2577,0.141200995506277
51,2581,0.0708758559818339
51,2631,0.12425924629665606
51,2640,0.5151349033575882
51,2664,0.05138044707303125
51,2704,0.2617468886089978
51,2707,0.0884692084921681
51,2760,0.9999939149546501
51,2826,0.13539563992592415
51,2867,0.0621389757813782
51,2956,0.00010596026490045049
52,1062,0.5311913949409707
52,1109,0.00010596026490045049
52,1198,0.18473936361787502
52,1207,0.49003135496656053
52,1216,0.14577095948744487
52,1230,0.47397216150972193
